Title,Rate,Price,Price Before Discount,Discount,Image URL,Description,Brand Name,Model Name,Screen Size,Color,Hard Disk Size,CPU Model,RAM Memory Installed,Operating System,Special Features,Graphics Description,Brand,Package Dimensions,Batteries,Item model number,Manufacturer,Series,Form Factor,Standing screen display size,Screen Resolution,Processor Brand,Processor Type,Processor Speed,Processor Count,RAM Size,Memory Technology,Computer Memory Type,Maximum Memory Supported,Hard Drive Size,Hard Disk Description,Audio Details,Graphics Coprocessor,Graphics Chipset Brand,Graphics Card Description,Graphics RAM Type,Graphics Card Ram Size,Graphics Card Interface,Wireless Type,Number of USB 3.0 Ports,Are Batteries Included,Lithium Battery Energy Content,Lithium Battery Packaging,Lithium Battery Weight,Number Of Lithium Ion Cells,Item Weight,ASIN,Customer Reviews,Best Sellers Rank,Date First Available,reviews,Product Dimensions,Resolution,Memory Clock Speed,Connectivity Type,Number of USB 2.0 Ports,Number of HDMI Ports,Voltage,Optical Drive Type,Hard Drive Interface,Speaker Description,Average Battery Life (in hours),Wattage,Hardware Platform,Number of Lithium Metal Cells,CPU Speed,Number of Ethernet Ports,Graphics Processor Manufacturer,CPU Model Manufacturer,Battery Cell Composition,Hard Disk Rotational Speed,Total USB Ports,Human Interface Input,Notebook Display Technology,Rear Webcam Resolution,Power Source,Manufacturer reference,Compatible Devices,Specific Uses For Product,Connector Type,Power Plug,Number of Items,Connectivity Technology
"ASUS Vivobook S 15 OLED K3502ZA-OLED005W i5-12500H 16GB DDR4 512GB SSD Intel® Iris Xe N/A WIN 11 15.6"" FHD OLED",Previous page,"29,808",,,https://m.media-amazon.com/images/I/611o5ajASTL._AC_SX425_.jpg,"About this item
ASUS Vivobook S 15 OLED K3502ZA-OLED005W i5-12500H 16GB DDR4 512GB SSD Intel Iris Xe N/A WIN 11 15.6"" FHD OLED",ASUS,ASUS Vivobook S 15 OLED K3502ZA-OLED005W,15.6 Inches,Brave Green,512 GB,Core i5,16 GB,Windows 11,Touch Screen,Integrated,ASUS,,,90NB0WK3-M00JS0,ASUS,ASUS Vivobook S 15 OLED K3502ZA-OLED005W,Clamshell,15.6 Inches,,Intel,Core i5,2.5,1,,DDR4,DDR4 SDRAM,16 GB,512 GB,SSD,Headphones,,Intel,Integrated,VRAM,,Integrated,,3,,,,,,200 g,B0CPPMQ16C,,"#24,814 in Electronics (See Top 100 in Electronics)#63 inTraditional Laptops",7 December 2023,[],13 x 30 x 3 cm; 200 g,1920x1080,,,1,,,,Serial ATA,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad 1, CPU: Intel® Core™ i7-1255U, 8GB Soldered DDR4-3200, Display: 15.6"" FHD (1920x1080) TN 220nits Anti-glare, 512GB SSD, Windows® 11 Home(82QD008NED) 2 Years Local Warranty by Lenovo",Previous page,"27,859"," List Price: EGP 31,659.00 ",-12%,https://m.media-amazon.com/images/I/618GMUlOKML._AC_SX425_.jpg,"About this item
Lenovo IdeaPad 1 15IAU7 Laptop - 12th Intel Core i7-1255U 10 Cores, 8GB RAM, 512GB SSD, Intel Iris Xe Graphics, 15.6"" FHD (1920x1080) TN 220nits Anti-glare, Windows 11 - Cloud Grey",Lenovo,82QD008NED,15.6 Inches,Cloud Grey,512 GB,Core i7-1255U,8 GB,Windows 11,"8GB Soldered DDR4-3200, One memory soldered to systemboard, one DDR4 SO-DIMM slot, dual-channel capable Up to 16GB (8GB soldered + 8GB SO-DIMM) DDR4-3200 offering, Integrated Intel® Iris® Xe Graphics Functions as UHD Graphics, Intel® Core™ i7-1255U, 10C (2P + 8E) / 12T, P-core 1.7 / 4.7GHz, E-core 1.2 / 3.5GHz, 12MB, SD Card Reader, 512GB SSD M.2 2280 PCIe® 3.0x4 NVMe®8GB Soldered DDR4-3200, One memory soldered to systemboard, one DDR4…See more",Integrated,Lenovo,53.6 x 32 x 7.8 cm; 1.6 kg,1 Lithium Ion batteries required. (included),82QD008NED,Lenovo,82QD008NED,Netbook,15.6 Inches,1920 x 1080 pixels,Intel,Core i7-1255U,1.7 GHz,10,,DDR4,DDR4 SDRAM,16 GB,512 GB,"512GB SSD M.2 2280 PCIe® 3.0x4 NVMe®, SSD",High Definition (HD) Audio,Intel Iris Xe Graphics,Intel,Integrated,DDR4 SDRAM,,Integrated,Bluetooth,1,Yes,30 Watt Hours,Batteries packed with equipment,187 Grams,1,1.6 Kilograms,B0C5F6KJNS,,"#43,436 in Electronics (See Top 100 in Electronics)#120 inTraditional Laptops",16 May 2023,[],,1920x1080 Pixels,3200 MHz,"Bluetooth, Wi-Fi",1,1,24 Volts,CD-RW,PCIE x 4,"Stereo speakers, 1.5W x2, Dolby® Audio™",12 Hours,65 watts,,,,,,,,,,,,,,,,,,,,
"HP Victus Gaming Laptop, CPU: Ryzen 7-5800H, 16GB DDR4 2DM 3200 Graphics Card: Nvidia GeForce RTX 3050, VRAM: 4GB, Display: 15.6 FHD IPS 250 nits 144Hz , 512GB, Windows 11 (15-fb0034ne)",Previous page,"47,999",,,https://m.media-amazon.com/images/I/512IzTv6LoL._AC_SX425_.jpg,"About this item
Processor: Ryzen 7-5800H, a powerful processor designed for gaming performance.
RAM:16GB, providing ample memory for multitasking and resource-intensive tasks.
Graphics: NVIDIA GeForce RTX 3050 graphics card for high-quality gaming visuals.
Display: 15.6-inch FHD IPS display with a 144Hz refresh rate for smooth gameplay.",HP,15-FB0034NE,15.6 Inches,Black,512 GB,Core i3-9300T,8 GB,Windows 11,fingerprint reader,Integrated,HP,,1 Lithium Ion batteries required. (included),15-fb0034ne,HP,15-FB0034NE,Laptop,15.6 Inches,1920 x 1080 pixels,Intel,Core i3-9300T,3 GHz,1,8,DDR5,DDR5 RAM,512 GB,512 GB,SSD,Headphones,AMD Radeon Graphics,Intel,Integrated,DDR5 SDRAM,,AGP,,1,Yes,30 Watt Hours,Batteries packed with equipment,,1,2 Kilograms,B0BM55CQRB,,"#37,600 in Electronics (See Top 100 in Electronics)#99 inTraditional Laptops",11 November 2022,[],23 x 33 x 2 cm; 2 kg,,,,2,,240 Volts,DVD±RW,,,7 Hours,,,,,,,,,,,,,,,,,,,,,
"Lenovo Legion 5 15IAH7 Laptop - 12th Intel Core i7-12700H 14Cores, 16GB RAM DDR5-4800, 1TB SSD, NVIDIA GeForce RTX 3050 Ti 4GB GDDR6 Graphics, 15.6"" WQHD (2560x1440) IPS 300nits 165Hz, 4Z RGB Backlit",3.9 out of 5 stars,"53,999",,,https://m.media-amazon.com/images/I/61FPc60WIDL._AC_SX425_.jpg,"About this item
Intel Core i7-12700H, 14C (6P + 8E) / 20T, P-core 2.3 / 4.7GHz, E-core 1.7 / 3.5GHz, 24MB
Intel Core i7-12700H, 14C (6P + 8E) / 20T, P-core 2.3 / 4.7GHz, E-core 1.7 / 3.5GHz, 24MB
2x 8GB SO-DIMM DDR5-4800
15.6"" WQHD (2560x1440) IPS 300nits Anti-glare, 100% sRGB, 165Hz, Dolby Vision, G-SYNC
4-Zone RGB Backlit English Arabic Keyboard",Lenovo,Legion 5 15IAH7 - 82RC00DEAX,15.6 Inches,Storm Grey,1 TB,Intel Core i7,16 GB,DOS,"Battery : Integrated 60Wh, Speakers : Stereo speakers 2W x2 Nahimic Audio, Case Material : Aluminium (Top) PC-ABS (Bottom), Camera : FHD 1080p with E-shutterBattery : Integrated 60Wh, Speakers : Stereo speakers 2W x2 Nahimic Audio, Ca…See more",Dedicated,Lenovo,55.8 x 35.8 x 8.7 cm; 2.4 kg,,,lenovo,Legion 5 15IAH7 - 82RC00DEAX,Laptop,15.6 Inches,2560 x 1440,Intel,Intel Core i7,2.3 GHz,14,16,DDR5,DDR5 RAM,16 MB,1 TB,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe,Headphones,NVIDIA GeForce RTX 3050 Ti,NVIDIA,Dedicated,GDDR6,4 GB,AGP,"Bluetooth, 802.11ax",3,,60 Watt Hours,Batteries contained in equipment,,,2.4 Kilograms,B0C3TZ7TQ1,3.93.9 out of 5 stars4 ratings3.9 out of 5 stars,"#45,527 in Electronics (See Top 100 in Electronics)#128 inTraditional Laptops",28 April 2023,"[{'Reviewer': 'moataz', 'Rating': '3.0 ', 'Date': 'Reviewed in Egypt on 4 August 2024', 'Review': 'عايز تفاصيل عن ضمان الجهاز'}, {'Reviewer': 'Hamza', 'Rating': '5.0 ', 'Date': 'Reviewed in Egypt on 12 May 2024', 'Review': 'Great Value'}, {'Reviewer': 'Ahmed islam', 'Rating': '3.0 ', 'Date': 'Reviewed in Egypt on 30 June 2024', 'Review': '...'}]",,2560x1440 Pixels,4800 MHz,"Wi-Fi® 6E, 11ax 2x2 + BT5.1",,1,230 Volts,,PCIE x 4,,6 Hours,230 watts,,,,1,,,,,,,,,,,,,,,,
"Lenovo LOQ 15IRH8 Gaming Laptop - i7-13620H 10 Cores, AI Chip: LA1, NVIDIA GeForce RTX 4050 6GB GDDR6 Graphics, 16GB DDR5 RAM, 512GB SSD, 15.6"" FHD (1920x1080) IPS 350nits 144Hz + Lenovo LOQ RGB Mouse",3.5 out of 5 stars,"52,900",,,https://m.media-amazon.com/images/I/51l2bhpuNJL._AC_SX425_.jpg,"About this item
Lenovo LOQ 15IRH8 Gaming Laptop - 13th Intel Core i7-13620H 10 Cores, AI Chip: LA1, NVIDIA GeForce RTX 4050 6GB GDDR6 Graphics, 16GB DDR5, 512GB SSD M.2 2242 PCIe 4.0x4 NVMe, 15.6"" FHD (1920x1080) IPS 350 nits Anti-glare 144Hz G-Sync, 4-Zone RGB Backlit Keyboard + Lenovo LOQ M100 RGB Mouse",Lenovo,LOQ 15IRH8 I7-13620H 16G 512G RTX4050,15.6 Inches,Storm Grey,512 GB,Intel Core i7,16 GB,Windows 10,"15.6"" FHD (1920x1080) IPS 350nits Anti-glare 45% NTSC 144Hz G-SYNC®, Intel® Core™ i7-13620H, 10C (6P + 4E) / 16T, P-core 2.4 / 4.9GHz, E-core 1.8 / 3.6GHz, 24MB), Artificial Intelegence AI Chip LA1, NVIDIA® GeForce RTX™ 4050 6GB GDDR6 Boost Clock 2370MHz TGP 95W, 16GB SO-DIMM DDR515.6"" FHD (1920x1080) IPS 350nits Anti-glare 45% NTSC 144Hz G-SYNC®,…See more",Dedicated,Lenovo,54.1 x 45.6 x 8.4 cm; 2.4 kg,1 Lithium Ion batteries required. (included),,Lenovo,LOQ 15IRH8 I7-13620H 16G 512G RTX4050,Gaming Laptop,15.6 Inches,1920 x 1080 pixels,"Intel® Core™ i7-13620H, 10C (6P + 4E) / 16T, P-core 2.4 / 4.9GHz, E-core 1.8 / 3.6GHz, 24MB",Intel Core i7,2.4 GHz,10,16 GB,SO-DIMM DDR5,DDR5 RAM,16 GB,512 GB,"512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®, SSD","High Definition (HD) Audio, Realtek® ALC3287 codec",NVIDIA GeForce RTX 4050,NVIDIA,Dedicated,GDDR6,6 GB,AGP,Bluetooth,3,Yes,60 Watt Hours,Batteries contained in equipment,,3,2.4 Kilograms,B0CJ1YH21D,3.53.5 out of 5 stars4 ratings3.5 out of 5 stars,"#31,834 in Electronics (See Top 100 in Electronics)#80 inTraditional Laptops",13 September 2023,"[{'Reviewer': 'hesham', 'Rating': '4.0 ', 'Date': 'Reviewed in Egypt on 30 August 2024', 'Review': 'الجهاز ممتاز بس فيه مشكلة في وصف المنتج، مكتوب ان معاه ويندوز، لكن للأسف معهوش نسخة ويندوز'}, {'Reviewer': 'sherin', 'Rating': '4.0 ', 'Date': 'Reviewed in Egypt on 5 July 2024', 'Review': 'اللاب توب ممتاز لاكن بدون window\nالمفروض ان البائع يوضح ده مش يكتب ان معاه window\nغير كدة هو ممتاز'}, {'Reviewer': 'Doaa Abouzeid', 'Rating': '1.0 ', 'Date': 'Reviewed in Egypt on 9 June 2024', 'Review': 'Not working'}]",,1920x1080 Pixels,5200 MHz,"Wi-Fi® 6E, 11ax 2x2 + BT5.1",,1,5 Volts,no,PCIE x 4,"Stereo speakers, 2W x2, optimized with Nahimic Gaming Audio",7 Hours,,,,,1,,,,,,,,,,,,,,,,
"HP Laptop 15s, CPU: Core i3-1215U, 4GB DDR4 1DM 3200 Graphics Card: Intel UHD Graphics - UMA, VRAM: Shared, Display: 15.6 FHD Antiglare ultraslim SVA 250 nits , 256GB, Windows 11 (15s-fq5047ne)",Previous page,"18,611",,,https://m.media-amazon.com/images/I/61AFzAfIofL._AC_SX425_.jpg,"About this item
Processor: Intel Core i3-1215U, a capable processor for basic tasks.
RAM: 4GB, suitable for general use.
Graphics: Integrated Intel UHD Graphics for handling everyday tasks.
Display: 15.6-inch FHD antiglare ultraslim SVA display with 250 nits brightness for good visibility.",HP,15S-FQ5047NE,15.6 Inches,Blue,256 GB,Core i3-1215U,4 GB,Windows 11,"Wireless: MediaTek Wi-Fi 6 MT7921 (2x2) and Bluetooth 5.3 wireless card (supporting gigabit data rate), Graphics: Intel UHD Graphics, Battery: 3-cell, 41 Wh Li-ion, Storage: 256 GB PCIe NVMe M.2 SSD, Processor: Intel Core i3-1215U (up to 4.4 GHz with Intel Turbo Boost Technology, 10 MB L3 cache, 6 cores, 8 threads)Wireless: MediaTek Wi-Fi 6 MT7921 (2x2) and Bluetooth 5.3 wireless ca…See more",Integrated,HP,,1 Lithium Ion batteries required. (included),15s-fq5047ne,HP,15S-FQ5047NE,Clamshell,15.6 Inches,1920 x 1080 pixels,Intel,Core i3-1215U,3 GHz,1,4,,DDR5 RAM,,256 GB,SSD,Headphones,,Intel,Integrated,DDR5 SDRAM,4 GB,AGP,,1,Yes,30 Watt Hours,Batteries packed with equipment,,1,2 Kilograms,B0BM55J11J,,"#11,560 in Electronics (See Top 100 in Electronics)#32 inTraditional Laptops",11 November 2022,[],23 x 33 x 2 cm; 2 kg,1920x1080,,,2,,,DVD±RW,Serial ATA,,,,,,,,,,,,,,,,,,,,,,,
"Dell Vostro 3520 Laptop - 12th Intel Core i5-1235U 10-Cores, 8GB RAM, 256GB SSD, Intel UHD Graphics, 15.6"" FHD (1920 x 1080) 120Hz 250 nits Anti-Glare, Ubuntu - Carbon Black",Previous page,"21,299",,,https://m.media-amazon.com/images/I/71JPy7gSTyL._AC_SX425_.jpg,"About this item
12th Generation Intel Core i5-1235U (12MB Cache, up t o 4.4 GHz, 10 cores)
8GB DDR4 2666MHz
256GB M.2 PCIe NVMe Solid State Drive
Realtek Wi-Fi 5 RTL8821CE, 1x1 , 802.11ac, MU-MIMO, Bluetooth wireless card",Dell,Vostro 3520,15.6 Inches,Carbon Black,256 GB,Core i5-1235U,8 GB,Ubuntu,"65 Watt AC Adapter, English Arabic Full Size Keyboard, 15.6 inch FHD (1920 x 1080) 120Hz 250 nits WVA Anti-Glare LED Backlit Narrow Border Display, 3-Cell Battery 41WHr (Integrated), Intel UHD Graphics65 Watt AC Adapter, English Arabic Full Size Keyboard, 15.6 inch FHD…See more",Integrated,Dell,49.4 x 32.1 x 7.6 cm; 1.8 kg,1 Lithium Ion batteries required.,V3520I1235U8G256G,Dell,Vostro 3520,Laptop,15.6 Inches,1920 x 1080 pixels,Intel,Core i5-1235U,4.4,10,,DDR4,DDR4 SDRAM,16 GB,256 GB,SSD,Headphones,Intel UHD Graphics,Intel,Integrated,DDR4 SDRAM,,Integrated,"Bluetooth, 801.11ac",2,,41 Watt Hours,Batteries contained in equipment,,7,1.8 Kilograms,B0CQF93P1T,,"#39,055 in Electronics (See Top 100 in Electronics)#105 inTraditional Laptops",16 December 2023,[],,1920x1080 Pixels,,"Realtek Wi-Fi 5 RTL8821CE, 1x1 , 802.11ac, MU-MIMO, Bluetooth wireless card",1,1,240 Volts,CD-RW,PCIE x 4,,10 Hours,,,,,1,,,,,,,,,,,,,,,,
"HP Victus 16-e1013ne Gaming Laptop - Ryzen 7 6800H 8-Cores, 16GB RAM DDR5-4800, 512GB SSD, NVIDIA GeForce RTX 3050 4GB GDDR6 Graphics, 16.1"" FHD (1920 x 1080) IPS 144Hz, backlit KB - Ceramic White",5.0 out of 5 stars,"37,688",,,https://m.media-amazon.com/images/I/71wA1a1vMiL._AC_SX425_.jpg,"About this item
Victus 16-e1013ne Gaming Laptop - Ryzen 7 6800H 8-Cores, 16GB RAM DDR5-4800, 512GB SSD, NVIDIA GeForce RTX 3050 4GB GDDR6 Graphics, 16.1"" FHD (1920 x 1080) IPS 144Hz, backlit KB - Ceramic White
Upgraded to 32GB System Mmemory for Intense Multitasking and Gaming Reams of high-bandwidth DDR4 RAM to smoothly run your graphics-heavy PC games and video-editing applications, as well as numerous programs and browser tabs all at once.",HP,HP Victus 16-e1013ne,16.1 Inches,Ceramic White,512 GB,Ryzen 7,16 GB,DOS,"Full Size English Arabic Backlit Keyboard, 16.1"" diagonal FHD (1920 x 1080) 144 Hz IPS micro-edge anti-glare 250 nits, Graphics : NVIDIA® GeForce RTX™ 3050 Laptop GPU (4 GB GDDR6 dedicated) Powered by NVIDIA Ampere architecture, New Genertion AMD Ryzen™ 7 6800H (up to 4.7 GHz max boost clock, 16 MB L3 cache, 8 cores, 16 threads), 16 GB DDR5-4800 MHz RAM (2 x 8 GB) Transfer rates up to 4800 MT/s.Full Size English Arabic Backlit Keyboard, 16.1"" diagonal FHD (1920 x 10…See more",Dedicated,HP,,,,HP,HP Victus 16-e1013ne,laptop,16.1 Inches,1920 x 1080 pixels,AMD,Ryzen 7,3.2 GHz,8,16,DDR5,DDR5 RAM,32 GB,512 GB,512 GB PCIe NVMe M.2 SSD,Audio by B&O; Dual speakers; HP Audio Boost,NVIDIA GeForce RTX 3050,NVIDIA,Dedicated,GDDR6,4 GB,AGP,Bluetooth,2,Yes,70 Watt Hours,Batteries contained in equipment,,,2.4 Kilograms,B0BQLHLLK2,5.05.0 out of 5 stars1 rating5.0 out of 5 stars,"#32,581 in Electronics (See Top 100 in Electronics)#85 inTraditional Laptops",20 December 2022,"[{'Reviewer': 'hesham mostafa', 'Rating': '5.0 ', 'Date': 'Reviewed in Egypt on 11 May 2024', 'Review': 'لاب إمكانياته محترمه'}]",55 x 35 x 8 cm; 2.4 kg,1920x1080 Pixels,4800 MHz,"Bluetooth, Wi-Fi",1,1,240 Volts,,PCIE x 4,,6 Hours,,,,,1,,,,,,,,,,,,,,,,
"Lenovo Legion 5 Gaming Laptop - Ryzen 5 5600H 6-Cores, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3050 Ti 4GB GDDR6 Graphics, 15.6"" FHD (1920x1080) IPS 120Hz, Backlit Keyboard, Windows 11",4.5 out of 5 stars,"41,409",,,https://m.media-amazon.com/images/I/51M5LTNoZ4L._AC_SX425_.jpg,"About this item
NVIDIA GeForce RTX 3050 Ti 4GB GDDR6, Boost Clock 1485 / 1695MHz, TGP 95W
AMD Ryzen 5 5600H (6C / 12T, 3.3 / 4.2GHz, 3MB L2 / 16MB L3)
512GB SSD M.2 2280 PCIe 3.0x4 NVMe
15.6"" FHD (1920x1080) IPS 250nits Anti-glare, 45% NTSC, 120Hz, FreeSync
Integrated 60Wh battery",Lenovo,Legion 5 15ACH6,15.6 Inches,"Phantom Blue (Top), Shadow Black (Bottom)",512 GB,Ryzen 5 5600H,16 GB,Windows 11,"HD Audio, Backlit Keyboard, Numeric Keypad",Dedicated,Lenovo,54.2 x 34.6 x 8.4 cm; 2.4 kg,,LEG-56H16G-512G3050W11,LENOVO,Legion 5 15ACH6,laptop,15.6 Inches,1920 x 1080 pixels,AMD,Ryzen 5 5600H,3.3 GHz,6,,DDR4,DDR4 SDRAM,16 GB,512 GB,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,"High Definition (HD) Audio, Realtek® ALC3306 codec",NVIDIA GeForce RTX 3050 Ti,NVIDIA,Dedicated,GDDR6,4 GB,AGP,"Bluetooth, 802.11ax",4,,60 Watt Hours,Batteries contained in equipment,,,2.4 Kilograms,B0CMZ9SXM6,4.54.5 out of 5 stars2 ratings4.5 out of 5 stars,"#54,255 in Electronics (See Top 100 in Electronics)#164 inTraditional Laptops",8 November 2023,"[{'Reviewer': 'Muhammed Ehab', 'Rating': '5.0 ', 'Date': 'Reviewed in Egypt on 2 July 2024', 'Review': 'الابتوب ممتاز وسعره رائع'}, {'Reviewer': 'mohamed', 'Rating': '4.0 ', 'Date': 'Reviewed in Egypt on 10 February 2024', 'Review': 'وصل بنفس المواصفات المكتوبة بالظبط و بحالة ممتازة ولكن الضمان الرسمي مفعل في امريكا و منتهي من 4 شهور'}]",,1920x1080 Pixels,3200 MHz,"Wi-Fi® 6, 11ax 2x2 + BT5.1",,1,230 Volts,,PCIE x 4,"Stereo speakers, 2W x2, Nahimic Audio",4.2 Hours,230 watts,,,,1,,,,,,,,,,,,,,,,
"HP Victus 16-e1011ne Gaming Laptop - Ryzen 7 6800H 8-Cores, 16GB RAM DDR5-4800, 512GB SSD, NVIDIA GeForce RTX 3050 4GB GDDR6 Graphics, 16.1"" FHD (1920 x 1080) IPS 144Hz, backlit KB - Performance Blue",Previous page,"48,399",,,https://m.media-amazon.com/images/I/71TN45+oJ0L._AC_SX425_.jpg,"About this item
Victus 16-e1011ne Gaming Laptop - Ryzen 7 6800H 8-Cores, 16GB RAM DDR5-4800, 512GB SSD, NVIDIA GeForce RTX 3050 4GB GDDR6 Graphics, 16.1"" FHD (1920 x 1080) IPS 144Hz, backlit KB - Performance Blue",HP,HP Victus 16-e1011ne,16.1 Inches,Performance Blue,512 GB,Ryzen 7,16 GB,DOS,"Full Size English Arabic Backlit Keyboard, 16.1"" diagonal FHD (1920 x 1080) 144 Hz IPS micro-edge anti-glare 250 nits, Graphics : NVIDIA® GeForce RTX™ 3050 Laptop GPU (4 GB GDDR6 dedicated) Powered by NVIDIA Ampere architecture, New Genertion AMD Ryzen™ 7 6800H (up to 4.7 GHz max boost clock, 16 MB L3 cache, 8 cores, 16 threads), 16 GB DDR5-4800 MHz RAM (2 x 8 GB) Transfer rates up to 4800 MT/s.Full Size English Arabic Backlit Keyboard, 16.1"" diagonal FHD (1920 x 10…See more",Dedicated,HP,54.6 x 35 x 9 cm; 2.4 kg,,,HP,HP Victus 16-e1011ne,laptop,16.1 Inches,1920 x 1080 pixels,AMD,Ryzen 7,3.2 GHz,8,16,DDR5,DDR5 RAM,32 GB,512 GB,512 GB PCIe NVMe M.2 SSD,Audio by B&O; Dual speakers; HP Audio Boost,NVIDIA GeForce RTX 3050,NVIDIA,Dedicated,GDDR6,4 GB,AGP,Bluetooth,2,Yes,70 Watt Hours,Batteries contained in equipment,,,2.4 Kilograms,B0BQLFLYSB,,"#33,887 in Electronics (See Top 100 in Electronics)#87 inTraditional Laptops",19 December 2022,[],,1920x1080 Pixels,4800 MHz,"Bluetooth, Wi-Fi",1,1,240 Volts,,PCIE x 4,,,,,,,1,,,,,,,,,,,,,,,,
"Lenovo V15 G2 Laptop - Ryzen 5 5500U 6-Cores, 8 GB RAM, 512 GB SSD PCIe NVMe, Integrated AMD Radeon Graphics, 15.6"" FHD (1920x1080) TN 250nits Anti-glare, Dos - Black",2.8 out of 5 stars,"19,999",,,https://m.media-amazon.com/images/I/51yx9xMUCVL._AC_SX425_.jpg,"About this item
Lenovo V15 G2 Laptop - Ryzen 5 5500U 6-Cores, 8 GB RAM, 512 GB SSD PCIe NVMe, Integrated AMD Radeon Graphics, 15.6"" FHD (1920x1080) TN 250nits Anti-glare, Dos - Black
Good Quality
Perfect Material
Easy to use
Unique and fashionable design.",Lenovo,Lenovo V15 G2 5500U 8G 512G,15.6 Inches,Black,512 GB,AMD Ryzen 5 5500U,8 GB,DOS,Numeric Keypad,Integrated,Lenovo,53.5 x 35.9 x 7.4 cm; 1.7 kg,,,Lenovo,Lenovo V15 G2 5500U 8G 512G,Laptop,15.6 Inches,1920 x 1080 pixels,AMD,AMD Ryzen 5 5500U,2.1 GHz,6,,DDR4,DDR4 SDRAM,8 GB,512 GB,512GB SSD PCIe NVMe,Speakers,,AMD,Integrated,DDR4 SDRAM,,Integrated,,1,No,38 Watt Hours,Batteries contained in equipment,,,1.7 Kilograms,B0CC1NJRZZ,2.82.8 out of 5 stars4 ratings2.8 out of 5 stars,"#10,433 in Electronics (See Top 100 in Electronics)#27 inTraditional Laptops",17 July 2023,"[{'Reviewer': 'Mahmoud Hozayen', 'Rating': '1.0 ', 'Date': 'Reviewed in Egypt on 14 August 2024', 'Review': ""as the headline says\n- found a multiple small white paint drops found on the device\n(that is why i'm writing a review )\n\n- just 512 ssd as the product discription says but its small storage\n\noverall good enough specs on a very poor quality product\n\nbuy it if this is the only option""}, {'Reviewer': 'Ibrahim Elshemy', 'Rating': '1.0 ', 'Date': 'Reviewed in Egypt on 27 June 2024', 'Review': 'الكارتونه مفتوحه من تحت ملزوقه بلزق عادي وجي بشاحن واحد واللاب ده بيجي باتنين شاحن واحد ثلاثي نظام امريكي وواحد ثنائي'}]",,1920x1080 Pixels,,"Bluetooth, Wi-Fi",1,,7.7 Volts,,,Built-in Speakers,,,,,,,,,,,,,,,,,,,,,,
Dell Vostro 3510 Laptop 15.6 FHD – 11th Gen Intel Core i7-1165G7 - 512GB SSD - 8GB DDR4 - Windows 10 Pro - Intel UHD Graphics - New,4.4 out of 5 stars,"39,500",,,https://m.media-amazon.com/images/I/61VolsIql-L._AC_SX425_.jpg,"About this item
11th Generation Intel Core i7-1165G7 Processor (12MB Cache, up to 4.7 GHz)
512GB M.2 PCIe NVMe Solid State Drive; 8GB, 8GBx1, DDR4, 2666MHz
15.6-inch FHD (1920 x 1080) Anti-glare LED Backlight Non-Touch Narrow Border WVA Display
Windows 10 Pro Operating System; Intel UHD Graphics with shared graphics memory
Carbon Black Dell Vostro Laptop with Zipnology Screen Cleaning Cloth Bundle; Non-Backlit Keyboard, English; 720p at 30 fps HD camera, single-integrated microphone; Stereo speakers, 2 W x 2 = 4 W total; 802.11ac 1x1 WiFi and Bluetooth",Dell,Lenovo ThinkPad T15 Gen 2,15.6 Inches,red,512 GB,Intel Core i7-1165G7,8 GB,Windows 10,"Are Vostro laptops good? It performs well, has a great battery life, numerous connectivity options, many SMB-friendly features, a dedicated battery life and a superb design plus the comprehensive support options from Dell.Are Vostro laptops good? It performs well, has a great battery life, numerous co…See more",Integrated,Dell,,,Vostro 3510,Dell,Lenovo ThinkPad T15 Gen 2,Laptop,15.6 Inches,1920 x 1080 pixels,Intel,Intel Core i7-1165G7,4.7 GHz,,8 GB,DDR4,DDR4 SDRAM,,512 GB,SSD,Speakers,Intel,Intel,Integrated,,,,Bluetooth,,No,,,,,2.47 Kilograms,B09PC3F4Z4,4.44.4 out of 5 stars3 ratings4.4 out of 5 stars,"#124,860 in Electronics (See Top 100 in Electronics)#527 inTraditional Laptops",3 January 2022,"[{'Reviewer': 'Hany Riad', 'Rating': '4.0 ', 'Date': 'Reviewed in Egypt on 19 November 2022', 'Review': 'Good features compared to its price but window 10 Pro not practical'}, {'Reviewer': 'Adrian Lobo', 'Rating': '4.0 ', 'Date': 'Reviewed in Mexico on 19 May 2022', 'Review': 'Muy buen desempeño en general. El único detalle es el nivel de brillo de la pantalla, es muy bajo.'}]",38.1 x 25.4 x 2.54 cm; 2.47 kg,1920 x 1080 MP,2666 MHz,Wi-Fi,,,,,Solid State,,10 Hours,,PC,,,,,,,,,,,,,,,,,,,
